transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1139,12/21/2023,14:23:00,87,Male,36,Beauty,4,500,230,2000
1124,10/6/2023,20:04:00,83,Male,33,Clothing,4,500,515,2000
1118,10/13/2023,17:24:00,1,Female,30,Electronics,4,500,170,2000
1109,12/13/2023,22:13:00,114,Female,34,Electronics,4,500,590,2000
1093,11/6/2023,17:26:00,87,Female,35,Beauty,4,500,270,2000
1089,10/21/2023,18:44:00,108,Female,55,Electronics,4,500,555,2000
1074,10/4/2022,20:18:00,67,Female,18,Beauty,4,500,230,2000
1072,2/24/2023,18:10:00,4,Female,20,Electronics,4,500,180,2000
1065,10/24/2023,15:16:00,76,Male,51,Electronics,4,500,175,2000
1015,3/9/2022,11:53:00,94,Female,42,Electronics,4,500,200,2000
970,5/25/2023,18:13:00,2,Male,59,Electronics,4,500,220,2000
946,8/8/2023,20:15:00,2,Male,62,Electronics,4,500,235,2000
927,2/21/2022,17:13:00,83,Male,43,Electronics,4,500,250,2000
875,11/30/2023,21:47:00,134,Female,51,Electronics,4,500,135,2000
832,11/13/2022,17:25:00,106,Male,47,Beauty,4,500,600,2000
808,11/22/2023,7:18:00,30,Male,33,Beauty,4,500,195,2000
789,12/6/2023,22:13:00,34,Female,61,Clothing,4,500,510,2000
773,1/14/2023,19:10:00,3,Male,25,Electronics,4,500,175,2000
743,8/7/2022,7:54:00,55,Female,34,Beauty,4,500,260,2000
742,3/19/2022,6:08:00,37,Female,38,Electronics,4,500,195,2000
735,11/26/2022,21:38:00,153,Female,64,Clothing,4,500,515,2000
731,9/30/2023,18:49:00,1,Male,54,Clothing,4,500,165,2000
700,9/1/2022,15:07:00,61,Male,36,Electronics,4,500,250,2000
664,9/3/2022,16:52:00,109,Female,44,Clothing,4,500,170,2000
634,10/10/2022,19:25:00,68,Male,60,Electronics,4,500,535,2000
626,10/30/2022,21:01:00,65,Female,26,Clothing,4,500,555,2000
595,10/15/2022,21:35:00,65,Female,18,Clothing,4,500,210,2000
592,12/26/2022,9:15:00,77,Female,46,Beauty,4,500,275,2000
577,4/21/2022,11:55:00,45,Male,21,Beauty,4,500,215,2000
572,12/13/2023,18:33:00,5,Male,31,Clothing,4,500,185,2000
561,7/29/2022,17:04:00,34,Female,64,Clothing,4,500,250,2000
547,11/14/2022,7:36:00,3,Male,63,Clothing,4,500,250,2000
503,10/8/2023,20:06:00,63,Male,45,Beauty,4,500,570,2000
487,4/9/2023,21:03:00,36,Male,44,Clothing,4,500,235,2000
480,12/22/2022,22:12:00,126,Female,42,Beauty,4,500,225,2000
476,12/12/2023,18:31:00,131,Female,27,Clothing,4,500,570,2000
447,4/18/2023,17:57:00,37,Male,22,Beauty,4,500,245,2000
420,1/2/2022,10:53:00,28,Female,22,Clothing,4,500,200,2000
416,8/21/2022,9:29:00,55,Male,53,Electronics,4,500,245,2000
412,9/4/2022,19:36:00,30,Female,19,Electronics,4,500,570,2000
342,11/5/2023,17:24:00,85,Female,43,Clothing,4,500,500,2000
281,9/18/2023,20:09:00,4,Female,29,Beauty,4,500,275,2000
269,9/19/2022,11:31:00,87,Male,25,Clothing,4,500,250,2000
257,12/10/2022,8:49:00,130,Male,19,Beauty,4,500,165,2000
253,9/30/2022,21:26:00,66,Female,53,Clothing,4,500,525,2000
166,1/28/2023,11:42:00,32,Male,34,Clothing,4,500,225,2000
157,5/15/2022,21:59:00,98,Male,62,Electronics,4,500,170,2000
155,7/18/2023,18:05:00,3,Male,31,Electronics,4,500,150,2000
152,6/16/2022,11:58:00,120,Male,43,Electronics,4,500,210,2000
139,9/15/2023,14:03:00,113,Male,36,Beauty,4,500,230,2000
124,12/24/2022,21:17:00,83,Male,33,Clothing,4,500,515,2000
118,3/13/2023,20:07:00,3,Female,30,Electronics,4,500,270,2000
109,9/6/2023,19:57:00,94,Female,34,Electronics,4,500,560,2000
93,1/25/2022,20:52:00,148,Female,35,Beauty,4,500,140,2000
89,12/30/2023,21:15:00,117,Female,55,Electronics,4,500,590,2000
74,10/5/2023,19:50:00,56,Female,18,Beauty,4,500,205,2000
72,12/6/2023,19:19:00,5,Female,20,Electronics,4,500,195,2000
65,12/11/2022,20:03:00,84,Male,51,Electronics,4,500,160,2000
15,7/1/2022,11:50:00,75,Female,42,Electronics,4,500,210,2000
1956,6/1/2023,20:40:00,62,Male,30,Clothing,3,500,170,1500
1942,9/16/2023,11:53:00,112,Male,51,Clothing,3,500,265,1500
1869,10/23/2022,19:51:00,113,Male,37,Beauty,3,500,605,1500
1859,9/14/2022,20:58:00,32,Female,56,Electronics,3,500,205,1500
1843,9/21/2023,18:58:00,1,Male,21,Beauty,3,500,240,1500
1805,10/10/2023,13:35:00,79,Female,30,Beauty,3,500,225,1500
1720,10/10/2022,8:51:00,28,Female,56,Beauty,3,500,190,1500
1711,9/22/2023,20:33:00,113,Male,26,Electronics,3,500,570,1500
1710,10/23/2022,20:14:00,104,Female,26,Electronics,3,500,610,1500
1693,2/20/2023,18:21:00,1,Male,41,Beauty,3,500,130,1500
1677,10/2/2022,20:51:00,84,Female,19,Beauty,3,500,490,1500
1676,9/21/2023,20:22:00,91,Male,63,Electronics,3,500,210,1500
1673,6/14/2022,7:36:00,42,Female,43,Clothing,3,500,185,1500
1647,5/1/2023,20:26:00,5,Male,59,Clothing,3,500,240,1500
1636,7/22/2023,11:26:00,50,Female,21,Beauty,3,500,150,1500
1611,11/17/2022,7:30:00,125,Male,51,Beauty,3,500,180,1500
1608,9/26/2023,21:01:00,87,Female,55,Electronics,3,500,265,1500
1580,9/21/2023,15:47:00,105,Female,31,Clothing,3,500,250,1500
1533,10/29/2022,19:35:00,67,Male,19,Electronics,3,500,255,1500
1522,11/14/2022,8:35:00,48,Male,46,Beauty,3,500,235,1500
1507,12/27/2022,22:14:00,95,Female,37,Electronics,3,500,520,1500
1506,1/9/2022,7:31:00,52,Male,34,Beauty,3,500,245,1500
1474,5/15/2022,20:49:00,84,Female,26,Clothing,3,500,255,1500
1463,7/29/2022,19:45:00,98,Female,54,Beauty,3,500,170,1500
1452,8/6/2023,17:41:00,3,Female,48,Clothing,3,500,185,1500
1421,1/17/2022,7:07:00,59,Female,37,Clothing,3,500,185,1500
1385,11/7/2023,19:22:00,55,Male,50,Electronics,3,500,505,1500
1372,3/18/2022,10:53:00,60,Female,24,Beauty,3,500,145,1500
1369,10/10/2022,21:14:00,64,Male,23,Electronics,3,500,180,1500
1356,12/18/2023,21:31:00,11,Male,50,Electronics,3,500,245,1500
1313,6/4/2023,9:22:00,10,Female,55,Beauty,3,500,170,1500
1280,8/24/2023,9:15:00,116,Female,37,Clothing,3,500,255,1500
1239,7/8/2022,20:42:00,134,Male,38,Electronics,3,500,255,1500
1215,11/19/2022,20:44:00,107,Male,58,Clothing,3,500,130,1500
1213,6/21/2023,17:23:00,41,Male,27,Beauty,3,500,185,1500
1212,3/16/2022,18:05:00,142,Male,21,Clothing,3,500,265,1500
1211,11/22/2023,14:59:00,82,Male,42,Beauty,3,500,235,1500
1199,12/16/2023,17:46:00,110,Male,45,Beauty,3,500,190,1500
1193,5/11/2022,11:31:00,50,Male,35,Beauty,3,500,145,1500
1169,9/25/2022,17:12:00,101,Male,18,Beauty,3,500,255,1500
1164,4/7/2023,20:53:00,1,Female,47,Beauty,3,500,245,1500
1144,12/30/2022,21:27:00,148,Female,59,Beauty,3,500,125,1500
1115,9/21/2023,17:41:00,99,Male,51,Clothing,3,500,180,1500
1112,12/22/2022,17:11:00,94,Male,37,Clothing,3,500,180,1500
1111,4/30/2023,21:34:00,2,Female,34,Electronics,3,500,185,1500
1078,5/4/2023,22:20:00,16,Female,47,Clothing,3,500,125,1500
1054,1/10/2022,9:24:00,49,Female,38,Electronics,3,500,140,1500
1047,12/4/2022,21:53:00,84,Female,40,Beauty,3,500,490,1500
1016,12/12/2022,7:39:00,52,Male,19,Clothing,3,500,200,1500
1013,7/16/2022,19:38:00,111,Male,22,Electronics,3,500,200,1500
956,4/24/2023,21:50:00,140,Male,30,Clothing,3,500,135,1500
942,12/1/2023,9:22:00,35,Male,51,Clothing,3,500,160,1500
869,9/8/2022,22:16:00,51,Male,37,Beauty,3,500,485,1500
859,9/20/2022,21:52:00,46,Female,56,Electronics,3,500,190,1500
843,1/25/2023,22:46:00,3,Male,21,Beauty,3,500,180,1500
805,9/3/2022,13:55:00,59,Female,30,Beauty,3,500,155,1500
720,4/8/2022,8:50:00,116,Female,56,Beauty,3,500,235,1500
711,9/23/2023,22:26:00,103,Male,26,Electronics,3,500,575,1500
710,9/3/2022,21:11:00,71,Female,26,Electronics,3,500,495,1500
693,6/8/2023,17:12:00,1,Male,41,Beauty,3,500,270,1500
677,12/17/2022,21:13:00,65,Female,19,Beauty,3,500,555,1500
676,7/10/2023,22:13:00,80,Male,63,Electronics,3,500,205,1500
673,7/4/2022,10:14:00,18,Female,43,Clothing,3,500,270,1500
647,3/1/2023,19:53:00,5,Male,59,Clothing,3,500,190,1500
636,5/9/2023,6:15:00,60,Female,21,Beauty,3,500,230,1500
611,7/21/2022,8:13:00,11,Male,51,Beauty,3,500,180,1500
608,12/7/2022,22:19:00,112,Female,55,Electronics,3,500,200,1500
580,11/14/2022,14:44:00,104,Female,31,Clothing,3,500,200,1500
533,11/13/2022,17:19:00,92,Male,19,Electronics,3,500,155,1500
522,7/9/2022,11:00:00,52,Male,46,Beauty,3,500,145,1500
507,12/11/2022,21:40:00,52,Female,37,Electronics,3,500,485,1500
506,4/29/2022,7:13:00,9,Male,34,Beauty,3,500,200,1500
474,5/8/2022,17:57:00,145,Female,26,Clothing,3,500,210,1500
463,1/29/2023,20:22:00,55,Female,54,Beauty,3,500,175,1500
452,1/30/2023,22:41:00,4,Female,48,Clothing,3,500,240,1500
421,4/8/2022,8:43:00,66,Female,37,Clothing,3,500,235,1500
385,11/20/2022,19:06:00,127,Male,50,Electronics,3,500,525,1500
372,6/19/2022,11:45:00,27,Female,24,Beauty,3,500,140,1500
369,12/13/2023,19:42:00,111,Male,23,Electronics,3,500,215,1500
356,8/27/2023,18:35:00,71,Male,50,Electronics,3,500,255,1500
313,12/16/2023,10:03:00,11,Female,55,Beauty,3,500,140,1500
280,11/17/2023,9:35:00,76,Female,37,Clothing,3,500,240,1500
239,9/19/2022,19:34:00,1,Male,38,Electronics,3,500,165,1500
215,10/3/2022,21:20:00,101,Male,58,Clothing,3,500,145,1500
213,8/13/2023,20:48:00,113,Male,27,Beauty,3,500,275,1500
212,10/12/2023,18:13:00,105,Male,21,Clothing,3,500,215,1500
211,9/12/2022,14:02:00,54,Male,42,Beauty,3,500,235,1500
199,10/26/2023,21:34:00,53,Male,45,Beauty,3,500,135,1500
193,3/27/2022,10:40:00,55,Male,35,Beauty,3,500,180,1500
169,11/28/2022,18:47:00,73,Male,18,Beauty,3,500,145,1500
164,2/28/2023,18:26:00,3,Female,47,Beauty,3,500,185,1500
144,3/26/2022,22:18:00,119,Female,59,Beauty,3,500,255,1500
115,9/2/2022,19:21:00,67,Male,51,Clothing,3,500,255,1500
112,12/25/2023,18:44:00,57,Male,37,Clothing,3,500,165,1500
111,4/15/2023,9:45:00,5,Female,34,Electronics,3,500,130,1500
78,2/17/2023,21:08:00,68,Female,47,Clothing,3,500,265,1500
54,10/20/2022,10:17:00,142,Female,38,Electronics,3,500,200,1500
47,10/22/2022,17:22:00,96,Female,40,Beauty,3,500,600,1500
16,6/25/2022,10:33:00,82,Male,19,Clothing,3,500,180,1500
13,2/8/2023,17:43:00,106,Male,22,Electronics,3,500,245,1500
1943,11/17/2023,21:00:00,108,Female,57,Clothing,4,300,321,1200
1928,7/29/2023,6:39:00,93,Female,35,Clothing,4,300,75,1200
1908,12/17/2023,12:34:00,93,Male,46,Beauty,4,300,87,1200
1862,2/6/2022,22:50:00,64,Male,28,Electronics,4,300,165,1200
1847,7/28/2023,7:14:00,5,Female,18,Electronics,4,300,123,1200
1839,8/28/2022,21:57:00,92,Female,20,Electronics,4,300,156,1200
1828,10/14/2022,14:14:00,99,Female,33,Electronics,4,300,165,1200
1800,8/21/2022,10:53:00,1,Male,32,Clothing,4,300,111,1200
1757,9/29/2023,16:42:00,50,Female,43,Electronics,4,300,132,1200
1756,5/12/2022,22:16:00,119,Female,62,Electronics,4,300,297,1200
1729,11/22/2023,18:55:00,82,Male,29,Clothing,4,300,81,1200
1726,6/26/2023,18:12:00,13,Male,47,Clothing,4,300,93,1200
1716,2/12/2022,19:16:00,39,Female,60,Clothing,4,300,87,1200
1682,12/30/2022,19:30:00,71,Male,46,Beauty,4,300,315,1200
1669,8/4/2022,22:28:00,83,Male,24,Beauty,4,300,123,1200
1663,12/7/2023,7:04:00,33,Male,23,Clothing,4,300,81,1200
1648,7/10/2023,17:18:00,16,Male,53,Beauty,4,300,87,1200
1614,8/23/2023,11:37:00,135,Female,39,Beauty,4,300,105,1200
1597,8/28/2023,18:21:00,32,Male,22,Beauty,4,300,78,1200
1587,11/5/2022,20:06:00,140,Female,40,Beauty,4,300,105,1200
1559,8/20/2022,7:40:00,49,Female,40,Clothing,4,300,144,1200
1553,1/29/2023,8:46:00,42,Male,24,Clothing,4,300,99,1200
1524,10/26/2022,22:10:00,115,Male,46,Beauty,4,300,321,1200
1484,11/23/2022,9:29:00,22,Female,19,Clothing,4,300,147,1200
1482,2/10/2023,22:22:00,1,Female,28,Clothing,4,300,114,1200
1481,11/9/2023,17:22:00,20,Female,43,Electronics,4,300,114,1200
1479,5/31/2022,22:24:00,108,Male,52,Electronics,4,300,162,1200
1462,11/13/2023,10:42:00,124,Male,63,Electronics,4,300,114,1200
1459,11/10/2023,6:46:00,13,Male,28,Clothing,4,300,144,1200
1441,10/4/2023,21:38:00,63,Male,57,Beauty,4,300,354,1200
1437,9/4/2023,19:19:00,76,Female,35,Electronics,4,300,372,1200
1431,9/28/2023,21:28:00,114,Male,63,Electronics,4,300,312,1200
1424,9/5/2023,21:32:00,54,Male,57,Beauty,4,300,111,1200
1405,10/28/2023,20:08:00,91,Female,25,Clothing,4,300,342,1200
1368,3/8/2022,21:29:00,145,Female,56,Clothing,4,300,132,1200
1361,9/12/2023,16:00:00,89,Female,34,Electronics,4,300,153,1200
1340,10/30/2023,20:55:00,92,Female,36,Clothing,4,300,348,1200
1333,11/1/2022,11:38:00,151,Female,54,Electronics,4,300,165,1200
1332,12/4/2023,10:02:00,146,Male,58,Electronics,4,300,123,1200
1320,11/2/2022,11:55:00,102,Female,28,Electronics,4,300,84,1200
1308,6/19/2023,22:39:00,91,Female,34,Beauty,4,300,150,1200
1298,5/2/2023,19:51:00,1,Male,27,Beauty,4,300,120,1200
1296,11/26/2022,20:42:00,45,Female,22,Clothing,4,300,342,1200
1292,5/15/2022,8:20:00,88,Male,20,Beauty,4,300,90,1200
1202,11/13/2023,6:56:00,89,Female,34,Clothing,4,300,144,1200
1181,11/6/2022,18:28:00,84,Male,19,Electronics,4,300,354,1200
1165,12/1/2023,17:04:00,29,Female,60,Clothing,4,300,291,1200
1142,11/9/2022,9:49:00,2,Male,35,Electronics,4,300,114,1200
1107,12/31/2022,11:14:00,62,Female,21,Clothing,4,300,102,1200
1099,12/24/2022,12:41:00,56,Female,50,Electronics,4,300,162,1200
1067,10/3/2023,17:01:00,105,Female,48,Beauty,4,300,129,1200
1058,10/30/2022,18:31:00,100,Male,18,Clothing,4,300,153,1200
1046,7/21/2023,21:47:00,5,Female,20,Electronics,4,300,156,1200
1031,11/12/2023,21:15:00,3,Male,44,Electronics,4,300,126,1200
943,11/5/2022,19:29:00,90,Female,57,Clothing,4,300,318,1200
928,11/5/2023,10:20:00,54,Female,35,Clothing,4,300,90,1200
908,10/30/2022,14:47:00,64,Male,46,Beauty,4,300,81,1200
862,12/11/2022,21:37:00,29,Male,28,Electronics,4,300,78,1200
847,1/10/2023,8:42:00,2,Female,18,Electronics,4,300,162,1200
839,11/11/2023,21:02:00,130,Female,20,Electronics,4,300,96,1200
828,11/24/2022,15:54:00,76,Female,33,Electronics,4,300,132,1200
800,9/19/2022,7:33:00,111,Male,32,Clothing,4,300,87,1200
757,10/6/2023,12:10:00,82,Female,43,Electronics,4,300,105,1200
756,7/17/2023,20:33:00,4,Female,62,Electronics,4,300,333,1200
729,8/26/2023,22:29:00,3,Male,29,Clothing,4,300,84,1200
726,6/5/2022,19:37:00,72,Male,47,Clothing,4,300,126,1200
716,8/13/2023,19:51:00,137,Female,60,Clothing,4,300,108,1200
682,10/23/2023,20:51:00,60,Male,46,Beauty,4,300,354,1200
669,1/23/2022,20:24:00,110,Male,24,Beauty,4,300,87,1200
663,8/16/2023,6:32:00,133,Male,23,Clothing,4,300,87,1200
648,2/23/2023,18:13:00,41,Male,53,Beauty,4,300,138,1200
614,2/13/2023,6:28:00,61,Female,39,Beauty,4,300,120,1200
597,11/1/2022,19:29:00,84,Male,22,Beauty,4,300,111,1200
587,9/4/2023,19:00:00,91,Female,40,Beauty,4,300,99,1200
559,12/12/2022,10:48:00,5,Female,40,Clothing,4,300,84,1200
553,3/20/2023,6:17:00,106,Male,24,Clothing,4,300,81,1200
524,9/17/2023,19:52:00,12,Male,46,Beauty,4,300,297,1200
484,3/13/2022,7:52:00,135,Female,19,Clothing,4,300,75,1200
482,8/12/2023,18:57:00,3,Female,28,Clothing,4,300,141,1200
481,7/13/2023,17:12:00,48,Female,43,Electronics,4,300,114,1200
479,11/3/2022,21:35:00,90,Male,52,Electronics,4,300,105,1200
462,8/26/2023,10:04:00,71,Male,63,Electronics,4,300,132,1200
459,5/23/2023,7:12:00,122,Male,28,Clothing,4,300,75,1200
441,11/6/2023,22:00:00,85,Male,57,Beauty,4,300,351,1200
437,11/26/2023,18:53:00,56,Female,35,Electronics,4,300,345,1200
431,10/29/2022,22:02:00,99,Male,63,Electronics,4,300,345,1200
424,12/20/2023,19:21:00,101,Male,57,Beauty,4,300,147,1200
405,10/17/2022,17:55:00,79,Female,25,Clothing,4,300,324,1200
368,1/31/2023,21:11:00,90,Female,56,Clothing,4,300,132,1200
361,9/12/2022,16:37:00,112,Female,34,Electronics,4,300,81,1200
340,9/19/2023,22:59:00,54,Female,36,Clothing,4,300,294,1200
333,10/6/2022,8:15:00,21,Female,54,Electronics,4,300,99,1200
332,4/24/2023,11:28:00,138,Male,58,Electronics,4,300,105,1200
320,4/20/2022,8:35:00,57,Female,28,Electronics,4,300,159,1200
308,3/31/2022,19:12:00,130,Female,34,Beauty,4,300,126,1200
298,10/5/2023,19:05:00,3,Male,27,Beauty,4,300,84,1200
296,12/31/2022,22:44:00,73,Female,22,Clothing,4,300,369,1200
292,10/10/2022,6:33:00,111,Male,20,Beauty,4,300,141,1200
202,1/25/2023,6:24:00,61,Female,34,Clothing,4,300,120,1200
181,11/6/2023,19:59:00,79,Male,19,Electronics,4,300,327,1200
165,9/24/2022,19:01:00,75,Female,60,Clothing,4,300,318,1200
142,4/8/2022,10:05:00,61,Male,35,Electronics,4,300,138,1200
107,10/6/2022,9:18:00,75,Female,21,Clothing,4,300,78,1200
99,11/19/2023,15:12:00,71,Female,50,Electronics,4,300,132,1200
67,8/19/2023,20:19:00,119,Female,48,Beauty,4,300,129,1200
58,9/16/2023,19:18:00,53,Male,18,Clothing,4,300,75,1200
46,11/8/2022,17:50:00,54,Female,20,Electronics,4,300,84,1200
31,12/31/2023,17:47:00,3,Male,44,Electronics,4,300,129,1200
1994,11/20/2022,13:27:00,86,Female,51,Beauty,2,500,250,1000
1990,11/22/2023,17:02:00,48,Female,58,Beauty,2,500,155,1000
1986,9/14/2022,8:28:00,29,Female,49,Clothing,2,500,145,1000
1966,7/20/2022,9:52:00,74,Male,60,Electronics,2,500,200,1000
1880,6/14/2023,20:03:00,37,Male,22,Beauty,2,500,175,1000
1853,5/29/2023,18:39:00,2,Male,21,Beauty,2,500,190,1000
1850,2/16/2022,20:44:00,154,Female,26,Beauty,2,500,240,1000
1816,6/17/2022,22:30:00,52,Male,47,Beauty,2,500,245,1000
1779,1/2/2023,19:45:00,3,Female,56,Electronics,2,500,190,1000
1732,2/25/2022,7:05:00,55,Male,61,Electronics,2,500,215,1000
1709,9/13/2023,20:22:00,97,Female,19,Electronics,2,500,185,1000
1684,1/23/2023,21:40:00,43,Female,28,Clothing,2,500,200,1000
1683,5/4/2022,7:19:00,98,Male,38,Beauty,2,500,220,1000
1662,12/20/2023,12:38:00,106,Male,48,Beauty,2,500,240,1000
1660,9/23/2023,20:27:00,2,Female,38,Beauty,2,500,160,1000
1621,9/22/2022,10:49:00,2,Female,40,Beauty,2,500,160,1000
1605,1/24/2022,19:39:00,2,Male,37,Electronics,2,500,165,1000
1600,12/18/2022,17:44:00,67,Female,59,Beauty,2,500,575,1000
1589,7/1/2023,6:30:00,5,Female,36,Beauty,2,500,145,1000
1534,6/13/2022,19:44:00,72,Male,45,Clothing,2,500,270,1000
1470,6/26/2023,19:47:00,1,Female,57,Clothing,2,500,165,1000
1461,5/1/2023,8:43:00,63,Female,18,Beauty,2,500,180,1000
1453,10/14/2023,13:24:00,113,Female,26,Clothing,2,500,205,1000
1432,12/25/2022,6:24:00,67,Female,,Electronics,2,500,245,1000
1418,9/17/2022,18:19:00,68,Female,60,Electronics,2,500,215,1000
1404,8/20/2023,18:15:00,155,Male,46,Electronics,2,500,185,1000
1395,9/10/2023,14:18:00,91,Male,50,Electronics,2,500,130,1000
1393,10/8/2022,17:24:00,56,Female,22,Beauty,2,500,580,1000
1382,5/20/2023,18:13:00,139,Female,53,Clothing,2,500,185,1000
1352,10/19/2023,17:40:00,14,Male,57,Electronics,2,500,260,1000
1346,4/10/2022,10:01:00,112,Male,59,Clothing,2,500,130,1000
1299,5/8/2022,18:58:00,11,Male,61,Electronics,2,500,250,1000
1297,10/20/2023,22:32:00,21,Female,40,Electronics,2,500,535,1000
1275,3/2/2023,8:48:00,5,Male,43,Clothing,2,500,250,1000
1274,10/6/2023,9:01:00,2,Female,23,Clothing,2,500,185,1000
1256,11/5/2022,9:58:00,29,Male,23,Clothing,2,500,190,1000
1237,2/23/2022,9:20:00,48,Female,50,Beauty,2,500,215,1000
1235,4/4/2022,6:44:00,87,Female,23,Electronics,2,500,220,1000
1203,11/26/2023,18:36:00,2,Male,56,Clothing,2,500,145,1000
1161,6/29/2023,11:06:00,30,Male,64,Beauty,2,500,160,1000
1153,9/24/2022,12:30:00,91,Male,63,Electronics,2,500,265,1000
1137,11/5/2022,22:34:00,104,Male,46,Beauty,2,500,145,1000
1117,9/11/2023,7:48:00,144,Male,19,Electronics,2,500,210,1000
1104,7/11/2022,20:13:00,70,Female,34,Beauty,2,500,150,1000
1097,12/26/2022,20:53:00,86,Female,51,Beauty,2,500,485,1000
1094,6/15/2023,20:34:00,1,Female,47,Beauty,2,500,210,1000
1049,5/16/2022,6:36:00,143,Female,54,Electronics,2,500,125,1000
1026,11/24/2022,19:10:00,60,Female,28,Electronics,2,500,520,1000
1002,3/2/2022,9:24:00,69,Female,26,Clothing,2,500,270,1000
994,12/24/2022,16:38:00,73,Female,51,Beauty,2,500,125,1000
990,3/29/2023,21:45:00,68,Female,58,Beauty,2,500,235,1000
986,8/1/2022,9:35:00,65,Female,49,Clothing,2,500,200,1000
966,11/7/2022,7:22:00,119,Male,60,Electronics,2,500,190,1000
880,9/26/2023,20:13:00,63,Male,22,Beauty,2,500,175,1000
853,5/14/2023,22:29:00,3,Male,21,Beauty,2,500,155,1000
850,9/14/2023,19:01:00,58,Female,26,Beauty,2,500,235,1000
816,9/27/2023,19:29:00,133,Male,47,Beauty,2,500,240,1000
779,5/15/2023,19:19:00,3,Female,56,Electronics,2,500,155,1000
732,10/13/2022,8:45:00,136,Male,61,Electronics,2,500,250,1000
709,9/22/2022,22:32:00,61,Female,19,Electronics,2,500,140,1000
684,6/20/2023,18:02:00,54,Female,28,Clothing,2,500,225,1000
683,3/6/2022,10:22:00,82,Male,38,Beauty,2,500,175,1000
662,12/3/2022,12:40:00,100,Male,48,Beauty,2,500,145,1000
660,7/29/2023,18:46:00,2,Female,38,Beauty,2,500,270,1000
621,4/13/2022,9:55:00,138,Female,40,Beauty,2,500,275,1000
605,10/19/2023,22:24:00,76,Male,37,Electronics,2,500,180,1000
600,10/9/2023,18:39:00,64,Female,59,Beauty,2,500,525,1000
589,7/8/2023,7:11:00,5,Female,36,Beauty,2,500,145,1000
534,4/27/2023,22:30:00,112,Male,45,Clothing,2,500,140,1000
470,12/26/2023,18:58:00,4,Female,57,Clothing,2,500,165,1000
461,7/18/2023,10:33:00,21,Female,18,Beauty,2,500,265,1000
453,10/14/2022,14:45:00,90,Female,26,Clothing,2,500,265,1000
432,3/10/2022,11:31:00,17,Female,,Electronics,2,500,190,1000
418,4/1/2022,18:05:00,95,Female,60,Electronics,2,500,155,1000
